Size,Number of rooms,Location,Distance of the center,Years of construction,Date,Country,Build quality,Price final
0.993027382,0.459121341,0.866957506,0.122339543,0.425384339,12/11/2021,Algeria,1,914199
0.701980852,0.0874802,0.99816396,0.635067159,0.873517587,25/04/2003,Isle of Man,8,678657
0.039223531,0.516467077,0.328148376,0.112939116,0.342990206,28/02/1997,Falkland Islands (Malvinas),2,628909
0.444595429,0.404494244,0.052462963,0.628082529,0.618846902,11/04/2022,Saint Vincent and the Grenadines,7,975763
0.418951029,0.403637622,0.919743901,0.408649315,0.442764144,20/08/2022,Kuwait,9,228017
0.110450671,0.703889151,0.682495593,0.322530573,0.473006228,02/08/2023,Turkey,9,763764
0.84249935,0.899105293,0.173871321,0.695016742,0.963004677,17/06/2021,Bolivia,8,260319
0.635946366,0.688426052,0.3970473,0.103990951,0.606659868,22/01/2019,Paraguay,10,553421
0.223058307,0.700388974,0.0280432,0.96982528,0.012564462,20/06/2020,Marshall Islands,9,920312
0.620967962,0.339499796,0.732943931,0.486378067,0.419403416,11/03/1996,Mexico,2,282317
0.204824853,0.639102505,0.496751669,0.070089452,0.543951718,27/11/2013,Ghana,6,852801
0.964961447,0.307344554,0.723503139,0.745552041,0.404859533,30/07/2002,Yemen,4,762024
0.28336302,0.754742095,0.702826616,0.900548865,0.61812618,18/12/2006,New Caledonia,4,373333
0.61903623,0.616614193,0.849837757,0.910468539,0.180241664,16/03/2012,Vanuatu,5,559092
0.557221234,0.652326169,0.433014599,0.412439014,0.117653905,30/04/2003,Montserrat,3,864330
0.671021596,0.967072243,0.256412827,0.142152305,0.024175245,18/09/2022,Guinea-Bissau,1,713583
0.491859423,0.524306028,0.349327744,0.749906222,0.904806671,07/11/2012,New Caledonia,8,427825
0.1311879,0.228702185,0.561415686,0.306581489,0.041710791,03/02/2024,Kyrgyz Republic,5,322404
0.174223162,0.76375088,0.722282006,0.106224816,0.329442965,23/06/2019,Luxembourg,3,431117
0.173040675,0.201577942,0.165980247,0.091097209,0.526305132,09/12/2019,Malaysia,10,961017
0.187213468,0.60286263,0.900620384,0.047189651,0.516277471,18/11/1998,Sao Tome and Principe,7,880446
0.663764773,0.34916141,0.711521219,0.582654021,0.347169898,27/11/2015,Bahrain,7,961418
0.005416298,0.865134606,0.397091882,0.645447601,0.396768321,15/05/2016,Saint Kitts and Nevis,1,698596
0.579386209,0.98026475,0.28064052,0.065254291,0.516010433,21/05/1999,Uruguay,9,194720
0.620104838,0.615121637,0.392264293,0.862877024,0.651458509,23/11/2016,China,2,183598
0.167312076,0.680561874,0.317511864,0.836429055,0.73285158,16/02/1995,Cuba,5,322876
0.683479007,0.948633103,0.201911172,0.869705094,0.66807282,07/04/2016,Bahamas,5,632069
0.632863887,0.669600161,0.253670584,0.817053689,0.650302702,09/02/2010,Chad,8,144076
0.331710122,0.023902965,0.768605327,0.330314387,0.32721231,09/01/2023,Bangladesh,8,675006
0.909020487,0.538065991,0.969477236,0.076668845,0.336825368,05/11/2005,Syrian Arab Republic,7,231224
0.212962258,0.375345853,0.910642544,0.114550884,0.745324001,22/10/2003,Bouvet Island (Bouvetoya),7,348982
0.688490687,0.569783789,0.287522337,0.311141195,0.832992275,14/04/2007,Nauru,6,127238
0.681149737,0.129901694,0.932353871,0.260634315,0.318834923,06/06/1996,Norfolk Island,6,176325
0.62761269,0.91602996,0.249090555,0.361907727,0.232333958,21/01/2018,Congo,9,941600
0.346628235,0.601021821,0.404554433,0.065469315,0.947720668,17/07/2023,Netherlands,6,811054
0.167545335,0.865350239,0.291428788,0.019823043,0.316402583,12/04/2017,Cameroon,2,738400
0.031202488,0.57817559,0.371666546,0.794975299,0.731887764,04/02/2016,Russian Federation,2,453901
0.032436007,0.439478228,0.714053222,0.414958792,0.117954148,26/09/2021,Vietnam,5,590445
0.89132696,0.343092481,0.164172325,0.978616213,0.545863804,10/06/2003,New Zealand,4,655215
0.168869339,0.579989723,0.890162356,0.023068486,0.672939707,07/09/2022,British Virgin Islands,2,591722
0.25869851,0.858891642,0.308985702,0.429863576,0.213287565,29/03/2005,Romania,3,564084
0.859012993,0.455613383,0.835085494,0.264488559,0.132730141,11/11/2012,Serbia,7,102207
0.356607378,0.662821419,0.095142829,0.622001075,0.211756094,26/01/2014,Rwanda,8,394950
0.459795761,0.763416872,0.089116928,0.057464878,0.494852213,15/07/2006,Thailand,6,103245
0.183294645,0.218775515,0.288506355,0.877535577,0.420602531,11/05/2015,Egypt,5,404475
0.813925678,0.240328944,0.309039329,0.045256432,0.409692906,25/05/2009,Liberia,1,140156
0.908605271,0.867447603,0.061960943,0.305271944,0.910417308,16/10/1994,Egypt,8,997073
0.906427979,0.770491398,0.743814317,0.843355776,0.665789561,03/08/1998,Kyrgyz Republic,3,833333
0.787967445,0.905253639,0.511586462,0.532510474,0.403286984,28/03/2005,American Samoa,6,341379
0.62454855,0.907413098,0.103222326,0.959164537,0.967678164,29/05/1995,Vietnam,3,264640
0.382970003,0.705947737,0.318690218,0.068344153,0.901422163,18/06/2023,Anguilla,7,388708
0.018408561,0.723515967,0.852799923,0.405647576,0.080898211,21/03/2001,Cocos (Keeling) Islands,7,969708
0.143946725,0.510396555,0.481843725,0.516770409,0.823932324,13/05/2020,Mongolia,9,552993
0.84181062,0.651115949,0.056851858,0.864944389,0.905572029,19/03/2015,Brunei Darussalam,5,663498
0.281020671,0.014716334,0.479451061,0.129358973,0.18332471,29/05/2001,Saudi Arabia,8,423653
0.844632672,0.965068421,0.482680619,0.55200891,0.822116234,01/08/2010,Saint Lucia,10,920015
0.398174752,0.929159292,0.146127143,0.209356374,0.400660042,24/06/2000,Sweden,10,513902
0.672942367,0.132122524,0.524501036,0.536563513,0.042626107,06/02/2023,Armenia,8,388389
0.302854202,0.130624292,0.345626713,0.894276546,0.132683597,14/07/2006,India,1,201909
0.032884317,0.268033713,0.595633894,0.323964581,0.87052544,12/05/2009,Norway,5,892716
0.532020475,0.630808268,0.664534966,0.063257944,0.05367943,16/09/2002,Heard Island and McDonald Islands,3,488082
0.584105503,0.624671815,0.164464277,0.761596627,0.865945618,28/04/2013,Equatorial Guinea,1,302892
0.081037169,0.800463926,0.640111161,0.583110789,0.230132745,30/10/2014,Haiti,4,556881
0.465741086,0.594380084,0.935851533,0.46648844,0.388269238,19/10/2015,Qatar,8,940228
0.354638259,0.591989683,0.963727773,0.055470695,0.03980242,24/06/1995,Honduras,3,785874
0.581849885,0.724295353,0.069074338,0.882367476,0.276887001,04/11/1999,Spain,10,936771
0.839834858,0.1706522,0.028673218,0.971801612,0.980632475,15/04/1998,Philippines,2,184035
0.645917102,0.648463283,0.940356714,0.298470511,0.189504178,04/02/1995,Lesotho,9,868777
0.717736794,0.885127403,0.559745187,0.15007526,0.598128943,13/05/2007,Cape Verde,10,784190
0.959484391,0.554947054,0.149647159,0.443158607,0.228430503,01/09/2021,Botswana,5,270503
0.628569069,0.497788867,0.423238296,0.322217731,0.088008712,09/01/2021,South Africa,7,768119
0.783675395,0.972317724,0.656067112,0.553639758,0.296044483,21/01/2023,Micronesia,2,829994
0.488162192,0.759074513,0.411857928,0.985551358,0.397612055,03/10/2007,Mauritania,9,518501
0.395506423,0.870897319,0.027354286,0.692593311,0.071852873,29/06/2023,Mozambique,9,928908
0.289723341,0.210433401,0.801526138,0.946246864,0.232380649,13/09/2004,Namibia,4,272192
0.815292871,0.9991623,0.273370723,0.556618589,0.134018941,30/05/2022,Swaziland,4,380410
0.210838543,0.506544977,0.163759123,0.88938331,0.710309011,14/01/2022,Honduras,6,798924
0.977320994,0.50186157,0.314610678,0.263464449,0.087419494,21/04/2015,Central African Republic,10,513325
0.503837191,0.252548441,0.476431956,0.418384126,0.305114252,02/01/2000,Congo,10,138487
0.833691762,0.665783343,0.433156598,0.905241938,0.755740777,21/06/2015,Maldives,10,460225
0.081667884,0.31886336,0.435646621,0.504245923,0.851412199,21/04/2013,Brunei Darussalam,6,188022
0.410998374,0.947475937,0.241036918,0.122405812,0.142260212,28/07/2003,Brunei Darussalam,1,168762
0.754142028,0.323182372,0.127961752,0.38687579,0.883035617,23/01/2001,Seychelles,9,681575
0.371530086,0.281385624,0.77486273,0.209234528,0.231830706,04/03/2014,British Indian Ocean Territory (Chagos Archipelago),2,523821
0.378815394,0.399572699,0.420628087,0.479692946,0.571910616,10/08/1994,Bulgaria,5,971751
0.336554587,0.734010735,0.55720445,0.554268627,0.685486989,22/02/2021,Kazakhstan,9,538563
0.582897868,0.421555621,0.444257474,0.272487073,0.287385026,22/04/1994,Djibouti,4,820980
0.095290422,0.94880989,0.187018082,0.418120892,0.849685136,09/12/2019,Mauritius,3,325436
0.053488624,0.17086905,0.029103543,0.519520046,0.94309431,07/03/2002,Malawi,7,419317
0.185488638,0.869597099,0.754775391,0.266847764,0.805089163,26/11/2015,South Georgia and the South Sandwich Islands,6,727303
0.100384151,0.984246843,0.076000989,0.654473988,0.110525255,15/04/1996,Cape Verde,8,649964
0.511503022,0.178761584,0.54656219,0.938839905,0.901633071,09/01/2012,Maldives,3,915610
0.267431363,0.481361477,0.833729162,0.738851786,0.343978192,03/01/2002,Togo,5,204250
0.194225169,0.10272802,0.242588464,0.124032431,0.351984243,05/06/2017,Cambodia,10,306973
0.818322144,0.534648031,0.632903077,0.170082368,0.151373311,30/07/2000,Reunion,4,708620
0.747788267,0.920244944,0.398192353,0.461969384,0.469595016,08/09/2015,Lebanon,4,109993
0.846820236,0.343722185,0.869096102,0.305267711,0.339883163,19/11/2002,Russian Federation,4,487592
0.922062267,0.820399839,0.670503828,0.988125014,0.015999361,25/10/1997,Guinea,10,255685
0.43301728,0.005241337,0.157754116,0.434072412,0.667947861,26/10/2015,United States of America,8,504805
0.012788538,0.477500522,0.895924476,0.596768032,0.440655631,18/12/2023,Kyrgyz Republic,6,561745
0.07650995,0.742411044,0.077135278,0.383948829,0.749844694,27/03/2013,Philippines,3,903962
0.571307734,0.09032808,0.174915272,0.534744457,0.348080328,23/12/2000,Djibouti,10,931328
0.653813267,0.325785467,0.098205197,0.591200761,0.348549569,25/02/2014,Bhutan,5,880009
0.328150061,0.136048492,0.481653748,0.828465788,0.849658784,16/02/2012,Antarctica (the territory South of 60 deg S),6,131048
0.790934211,0.850230768,0.45953821,0.318739389,0.701964547,23/07/2016,Myanmar,5,848789
0.290224806,0.956171056,0.499282247,0.306034704,0.98839811,28/05/2017,Jordan,6,792360
0.89494223,0.681487873,0.440403798,0.948049557,0.963247678,20/12/1996,Bahamas,8,804588
0.382720441,0.822145952,0.791145651,0.983115105,0.465213677,29/09/2015,Cameroon,7,169001
0.221230438,0.620555428,0.547707676,0.742827005,0.695427983,17/08/2011,Benin,5,813254
0.216356392,0.805198731,0.360563431,0.287573558,0.336818526,13/01/1999,Paraguay,10,902900
0.715159659,0.552692454,0.71608498,0.373133167,0.295369076,10/06/2003,Andorra,6,240922
0.195912172,0.749043916,0.335871854,0.211851301,0.027214278,28/12/1996,Belarus,4,522237
0.161757873,0.75781116,0.887651128,0.527967993,0.028359459,19/07/2018,Uzbekistan,9,574774
0.63639747,0.518857802,0.355736844,0.648505138,0.584429282,08/02/2013,Tokelau,4,982041
0.507711885,0.823670084,0.202419669,0.243564618,0.783573135,28/01/2004,Mozambique,1,572524
0.887077954,0.610109034,0.80290914,0.809838871,0.120026658,29/11/1995,Zimbabwe,7,207455
0.48002709,0.732182426,0.5667329,0.204845974,0.195193646,05/12/2008,Somalia,7,151609
0.503132443,0.955000758,0.100254544,0.380526734,0.514547435,14/02/2009,Kiribati,4,376928
0.77527572,0.749278108,0.566444049,0.130703102,0.21875871,20/05/2006,Malta,3,342213
0.37921801,0.610513722,0.144266299,0.17503601,0.706986328,05/09/2002,Poland,8,722571
0.977841886,0.014735281,0.325408169,0.034936661,0.838048194,07/06/2012,Wallis and Futuna,5,471470
0.615362154,0.123096393,0.495732608,0.669412915,0.148507033,28/08/1999,Barbados,10,943160
0.915750477,0.995701395,0.654474447,0.854859156,0.646881957,12/03/2011,Congo,7,549960
0.607989858,0.845169523,0.91808572,0.024682733,0.103952692,01/06/2023,Bahamas,4,686110
0.990192094,0.792633043,0.818140184,0.386122508,0.257541388,31/08/1998,Paraguay,4,427114
0.725698509,0.47217514,0.753200476,0.690397623,0.913051425,15/10/2010,Croatia,8,210506
0.470051163,0.361080811,0.974861147,0.007504188,0.933383062,14/08/2003,Chile,8,462884
0.889569851,0.47077884,0.766150736,0.079255531,0.955205594,19/03/2018,Saint Barthelemy,2,711543
0.672963094,0.536810294,0.172495684,0.17795413,0.472570292,29/08/2002,Nauru,2,972720
0.99838515,0.875912257,0.392558771,0.253118331,0.921996095,05/07/1999,Bouvet Island (Bouvetoya),3,213875
0.083912348,0.95346228,0.617622949,0.336179645,0.275483165,26/08/2001,United States Minor Outlying Islands,3,660340
0.88934893,0.510940377,0.725098125,0.233745842,0.503749261,23/12/2022,Haiti,1,902401
0.77527501,0.148202324,0.074506901,0.824196737,0.109647905,03/06/2014,Central African Republic,3,491113
0.202944068,0.591356466,0.502755207,0.509189222,0.359699976,05/06/2002,Gabon,6,308363
0.438623048,0.259816358,0.848433252,0.225080484,0.767024824,17/01/2008,Bosnia and Herzegovina,8,736626
0.593793943,0.556484366,0.80112994,0.562486466,0.844542059,29/09/2013,Philippines,10,632467
0.812691513,0.848365147,0.834055377,0.60438132,0.993971342,16/01/2002,Uganda,6,403430
0.032822675,0.989337176,0.348020508,0.76205418,0.059710313,29/01/1998,Bahrain,5,643759
0.524780096,0.20774824,0.461592913,0.108781992,0.542703472,10/11/2000,Madagascar,4,487572
0.155357578,0.547085892,0.12912068,0.400710434,0.351831545,27/12/2011,Tonga,3,422573
0.93708882,0.921910652,0.724996029,0.770585741,0.624912417,08/08/1999,Croatia,4,709863
0.311765031,0.350689583,0.574733828,0.720176927,0.406119046,20/08/2003,Nicaragua,7,886499
0.963187821,0.214086868,0.649069087,0.982541798,0.376237719,27/08/2013,Nauru,1,500383
0.339044959,0.098517325,0.178539155,0.365749178,0.959134309,02/04/2001,France,7,718470
0.181364686,0.969812426,0.293604535,0.633092263,0.069691224,12/08/2023,Maldives,1,875020
0.003416669,0.156769788,0.59310365,0.389920173,0.722570981,30/05/2017,Guernsey,2,280015
0.867025023,0.819825503,0.44806084,0.30872773,0.502302463,23/09/2018,France,4,172954
0.540006545,0.105779652,0.231041795,0.746048087,0.182832228,21/02/2004,Costa Rica,1,967609
0.371049117,0.328548684,0.374605385,0.139912343,0.165395158,17/04/2016,Ethiopia,9,276137
0.335899102,0.791334931,0.525517913,0.575701027,0.560592934,11/07/2014,Korea,6,607966
0.037328777,0.215837778,0.284654699,0.881298067,0.918869136,21/05/2004,Senegal,1,469866
0.91462389,0.098508096,0.6524347,0.937223778,0.75489984,09/01/2015,Kenya,1,415882
0.29476337,0.111582114,0.717221534,0.179226644,0.111064939,09/04/2015,Comoros,6,302177
0.051056284,0.004468888,0.88207033,0.115252561,0.583898053,17/06/1999,Niger,4,299539
0.139798009,0.393484503,0.624042148,0.762839637,0.606937995,02/01/2011,Brazil,4,126769
0.371801689,0.705713685,0.584327975,0.044694984,0.796885908,12/11/2002,Aruba,6,715319
0.417653099,0.490201781,0.40555077,0.72245453,0.752130856,31/08/2005,Belarus,7,345851
0.636031537,0.338528166,0.834200412,0.055116162,0.037720753,09/07/2019,United Kingdom,9,169414
0.037635359,0.071616689,0.306056493,0.099790682,0.802073777,01/09/1995,Puerto Rico,10,770152
0.870839544,0.208384366,0.071527053,0.105535045,0.559088237,07/05/2011,French Polynesia,5,848522
0.296833668,0.531501268,0.305628044,0.934319495,0.382631779,25/08/2001,Northern Mariana Islands,9,520741
0.631708193,0.326661616,0.188794833,0.275815525,0.307881573,21/11/2020,Ukraine,4,330472
0.732803765,0.304882268,0.488309591,0.65483901,0.543620107,11/01/2006,Palau,10,722757
0.963449919,0.458989722,0.32193361,0.296393961,0.04269497,16/04/2003,Andorra,2,784110
0.958930206,0.210444745,0.529491194,0.7354707,0.870115295,12/03/2004,Mauritius,3,865316
0.906748985,0.962849766,0.85267076,0.877669228,0.598828916,14/09/2019,Myanmar,1,489332
0.538217171,0.562580092,0.996317925,0.10439484,0.805609978,05/05/2010,Czech Republic,6,248367
0.080533257,0.351573781,0.990762697,0.397069262,0.66968792,05/01/1997,Czech Republic,6,264148
0.82774538,0.386294304,0.348463333,0.432267004,0.401258183,30/06/2013,Lithuania,1,849205
0.810546456,0.26792326,0.981724801,0.015530138,0.437897637,05/12/1994,Guyana,3,193406
0.161037191,0.258131082,0.720227058,0.939743529,0.624535087,19/10/2022,Taiwan,5,965671
0.35070365,0.827714346,0.540767438,0.230103179,0.136831208,13/01/2015,Cote d'Ivoire,3,610709
0.93344003,0.218303301,0.657549533,0.301532526,0.859810412,15/09/1995,Cameroon,10,302037
0.269835,0.320318574,0.885922364,0.766738419,0.829587313,05/07/1996,Afghanistan,3,789476
0.999176931,0.785199639,0.120707681,0.678818167,0.745323821,03/09/2010,Papua New Guinea,10,513305
0.034686235,0.937809697,0.257513965,0.378968127,0.795277541,11/06/2005,Sierra Leone,3,979822
0.0928392,0.706919574,0.082228853,0.000165497,0.120230226,02/07/2004,British Indian Ocean Territory (Chagos Archipelago),5,935219
0.438339872,0.04607071,0.634059391,0.085817478,0.141726332,19/03/2007,Albania,5,490362
0.464753927,0.635076904,0.160007036,0.89308674,0.559480065,24/05/2007,Finland,4,691655
0.463178932,0.701639111,0.784033623,0.938844853,0.998345794,08/07/2015,Denmark,1,726988
0.022445251,0.865170473,0.028717994,0.632664807,0.098576979,17/09/1994,Trinidad and Tobago,5,726499
0.137394288,0.074600982,0.317881982,0.423651344,0.464473193,05/01/2013,Liechtenstein,10,426644
0.859786929,0.631796616,0.017285671,0.172952278,0.348949822,31/12/1995,Pakistan,5,857252
0.710119262,0.033093132,0.362537169,0.770148764,0.343929336,13/05/2003,Syrian Arab Republic,4,480518
0.066169091,0.527662325,0.366237559,0.963811672,0.793689829,24/02/1995,Rwanda,6,250677
0.211213297,0.084817644,0.54159328,0.73663157,0.716050889,01/10/2017,Montserrat,10,791893
0.969543897,0.820558842,0.698640038,0.195211464,0.819770691,12/07/1999,Austria,4,489599
0.132995108,0.715295396,0.979083193,0.462593027,0.733410443,06/11/2007,Ukraine,7,819579
0.699041595,0.02008481,0.519665106,0.255800406,0.131244642,31/10/2017,China,7,713083
0.904865152,0.51777366,0.648230115,0.253434799,0.182193019,05/02/2013,Congo,2,639297
0.864501628,0.787339401,0.852736534,0.734872044,0.643550361,19/12/1999,Cayman Islands,3,920663
0.705362958,0.136584405,0.511061544,0.195274769,0.504759305,11/03/2003,Lebanon,1,524578
0.503709013,0.181830209,0.161155033,0.384365898,0.361787158,07/08/2005,Saint Martin,8,605237
0.854567428,0.146835654,0.35731027,0.555329618,0.153128069,22/04/2011,Nepal,9,370218
0.653833971,0.234158664,0.227123555,0.745445779,0.116987839,23/03/2016,Brazil,4,592925
0.870992323,0.210677299,0.01680175,0.936690842,0.343971827,02/01/2000,Congo,6,187457
0.244536173,0.73455329,0.907893628,0.786056366,0.674107966,04/03/2022,Malawi,9,522417
0.236967173,0.111507104,0.120292962,0.603769105,0.038479659,13/04/2005,Cyprus,6,184377
0.149424691,0.42730241,0.768076019,0.955066827,0.891321174,21/12/2017,Italy,9,165266
0.288729361,0.437237443,0.359938317,0.773869123,0.257787888,15/11/2010,Central African Republic,4,737297
0.361352045,0.447809068,0.291218143,0.766372237,0.409547211,02/10/2019,Namibia,8,534638
0.859807153,0.522625172,0.509808403,0.215872647,0.592277662,17/07/2007,Bahrain,9,834241
0.752457414,0.869539554,0.986703484,0.334757716,0.355574146,27/01/2008,Palestinian Territory,4,890825
0.1400396,0.267766961,0.295262358,0.374930619,0.421664904,31/10/2002,Puerto Rico,5,929091
0.247279748,0.779220589,0.676390289,0.11605023,0.810376751,19/11/2006,Hungary,8,203938
0.715786745,0.689401862,0.276692343,0.573366989,0.761577791,02/07/2007,Spain,10,555074
0.687882365,0.274449888,0.153056545,0.631978986,0.759758381,18/03/2015,Dominica,6,218855
0.012069347,0.531749181,0.542291048,0.500075792,0.316010019,06/08/1999,Sudan,7,356540
0.181796881,0.201547887,0.666978265,0.866900874,0.340393468,11/10/2019,Bolivia,3,580765
0.11851932,0.459959619,0.723485228,0.370836965,0.55474729,29/11/1996,Czech Republic,7,992488
0.242575534,0.516368841,0.525833205,0.753158928,0.539841628,11/12/2005,Congo,8,900367
0.990377434,0.791619362,0.755645028,0.627259461,0.528370699,28/11/2004,Malawi,10,652054
0.189609166,0.0365489,0.698172045,0.144851697,0.903826083,26/08/2012,Czech Republic,6,578097
0.313924654,0.637942359,0.47685669,0.291148468,0.945078977,29/12/2005,Jordan,10,176956
0.800038568,0.951794608,0.54941643,0.534875161,0.920289209,10/09/2016,Kazakhstan,9,164425
0.789137054,0.493181091,0.041418618,0.198264884,0.642992088,08/12/1998,Benin,6,240069
0.551677903,0.438660306,0.234728021,0.718959891,0.90904513,09/05/2014,Jersey,9,196440
0.537949738,0.835366182,0.590981782,0.439569161,0.28454635,26/04/2007,Iraq,4,448084
0.195726451,0.588865149,0.509384804,0.734833084,0.307929537,18/07/2003,Barbados,8,817670
0.963233785,0.348870402,0.29820887,0.449288371,0.723873963,29/04/2005,Pakistan,4,332340
0.81244024,0.464399806,0.039857129,0.894211309,0.289878093,11/07/2017,Niue,2,501643
0.347398996,0.136538277,0.311542178,0.513837627,0.087957087,08/10/2018,Russian Federation,10,571846
0.915932005,0.397437685,0.564564246,0.6360622,0.070753479,27/12/2013,Cape Verde,9,872978
0.735661086,0.35595211,0.00673625,0.0068656,0.538120018,18/01/2007,Cape Verde,5,931677
0.721753066,0.921269396,0.990170208,0.701066755,0.513998718,17/05/2009,Tunisia,4,842033
0.572456666,0.999808481,0.126981623,0.793076471,0.998940198,30/01/2000,Saint Barthelemy,2,574615
0.258681137,0.003362507,0.225987088,0.789800115,0.107281199,21/10/2015,Lithuania,1,548580
0.5798103,0.54298869,0.980883495,0.012285596,0.48759851,23/05/2023,Cameroon,7,523181
0.525071276,0.673279841,0.672755908,0.087856976,0.802459981,02/10/2004,Fiji,6,361450
0.416640286,0.511750228,0.134821689,0.50338405,0.206858837,11/03/2007,Korea,2,397248
0.994901251,0.046511148,0.127580744,0.443210801,0.874359285,03/10/2013,Costa Rica,8,464009
0.423563157,0.040512036,0.647812558,0.634001457,0.071428032,26/07/2022,Palestinian Territory,4,596745
0.446637588,0.7524175,0.387413137,0.663300239,0.70442354,10/02/2024,Burundi,8,257176
0.805683481,0.657106973,0.834184346,0.636685527,0.158973017,09/12/2007,New Zealand,7,508929
0.093915471,0.692306657,0.595111146,0.589754922,0.478517301,28/03/2009,Austria,5,402012
0.096248069,0.68335297,0.261466806,0.107911537,0.32865526,15/01/2011,Netherlands Antilles,10,260706
0.410557803,0.027029196,0.000390856,0.792473751,0.31497163,18/09/1997,Egypt,10,573344
0.930023697,0.729181232,0.369170258,0.210626917,0.137806383,03/01/2000,Burundi,8,932153
0.231963379,0.919626071,0.390096397,0.543492715,0.857799184,20/03/2001,Taiwan,9,942152
0.888623783,0.952098161,0.935114135,0.349007336,0.397171096,28/10/2008,Chad,5,954889
0.121824606,0.35508337,0.009733197,0.594646244,0.658384307,18/10/1994,Austria,10,827658
0.381536788,0.311711078,0.956165423,0.588692464,0.252319396,20/06/2013,Montenegro,5,950090
0.647829784,0.723853915,0.42229582,0.535916785,0.239781929,28/11/2018,Palestinian Territory,2,880503
0.547457933,0.669890339,0.614005201,0.776716761,0.041530029,08/08/2012,Turks and Caicos Islands,5,501732
0.985802534,0.800268053,0.924121017,0.272090352,0.573856496,06/11/2020,Kiribati,3,242180
0.717566941,0.393980031,0.67721036,0.788437044,0.289073236,26/07/2017,Benin,7,906005
0.732762704,0.7289249,0.565243319,0.322683695,0.666939462,30/01/2010,Guam,10,430860
0.183997261,0.275426186,0.954439137,0.186541377,0.170092698,16/12/1998,Myanmar,5,385660
0.094726588,0.226643028,0.888373586,0.280319185,0.695060516,17/11/2004,Seychelles,8,530003
0.144047407,0.972191729,0.521115544,0.114754993,0.198813976,09/12/1998,Brazil,1,530068
0.181796798,0.277728358,0.783706325,0.4174816,0.001402368,02/09/1995,Tanzania,3,538069
0.060117738,0.173904412,0.727876443,0.480383825,0.482461933,09/06/1997,Mexico,3,904564
0.158585951,0.173047594,0.12140385,0.936829277,0.577290224,28/08/2008,Bahamas,9,281959
0.72559005,0.028991679,0.725655558,0.911464418,0.056381766,02/03/2013,Hong Kong,5,541766
0.109030515,0.616991521,0.044817796,0.425835075,0.503401767,16/10/1996,Liberia,9,257292
0.142545519,0.289292215,0.672195366,0.11211581,0.231742768,24/08/1998,Kazakhstan,9,329763
0.152183313,0.843685841,0.101382023,0.033641006,0.121312304,20/12/1999,Western Sahara,1,801970
0.590635566,0.124316269,0.183778771,0.537682009,0.715658187,12/01/2001,Italy,2,332109
0.986269776,0.19803395,0.172903991,0.85906121,0.290821729,08/09/2009,Libyan Arab Jamahiriya,5,934964
0.381274799,0.287640432,0.917175261,0.129274213,0.404289783,14/04/2012,Uzbekistan,4,510785
0.168418846,0.772989997,0.148603114,0.416738848,0.728184939,09/08/2004,Brazil,10,169168
0.667322495,0.187700984,0.951784383,0.188787684,0.74999546,23/10/2006,Libyan Arab Jamahiriya,9,633233
0.156239141,0.165903516,0.985450364,0.725409937,0.450047437,02/02/2015,Cook Islands,7,342480
0.670463857,0.956916347,0.106843208,0.754491247,0.153236887,16/09/2006,Kenya,6,170900
0.712061578,0.926282404,0.620139195,0.920699024,0.235024376,12/12/2023,Ghana,7,624977
0.107573334,0.413539744,0.927029524,0.078115365,0.453762762,13/07/1997,North Macedonia,1,288779
0.752830904,0.361202578,0.249371817,0.575972251,0.544331217,06/07/1994,Holy See (Vatican City State),1,769462
0.421864342,0.650138412,0.750148035,0.93732858,0.70426159,30/03/2012,Niue,8,741631
0.891483632,0.792519635,0.077181267,0.699541205,0.538749579,17/03/2017,Bhutan,2,366007
0.192505933,0.708144885,0.278461306,0.150343934,0.081972919,17/07/2005,Somalia,10,530886
0.855127837,0.003001105,0.84363879,0.521092406,0.922145544,11/03/2015,Macao,9,999398
0.624958209,0.70672742,0.37258506,0.013680174,0.406962458,14/04/2013,Suriname,7,818018
0.506754459,0.702341829,0.963225286,0.143999844,0.679899427,29/12/2017,Slovakia (Slovak Republic),6,741224
0.63355408,0.775999521,0.977787042,0.76883081,0.157314968,10/02/2000,Zimbabwe,1,843988
0.526987904,0.295408013,0.471783246,0.914888022,0.755599368,15/05/2022,Rwanda,1,655999
0.794874627,0.005870911,0.112367253,0.553968789,0.349954174,10/04/2008,Iraq,2,638802
0.240650827,0.763285819,0.535397355,0.391967041,0.786780052,08/12/2023,Swaziland,6,967678
0.062254056,0.585879679,0.300711272,0.493294225,0.222011051,12/08/1995,Spain,6,588578
0.122903917,0.188411397,0.817464542,0.033533939,0.729577232,17/10/2013,North Macedonia,2,962448
0.773558472,0.231072929,0.195946948,0.289178127,0.699613275,22/08/2006,Thailand,1,411579
0.1344661,0.461195604,0.624728474,0.071818927,0.815423293,13/06/2015,Niue,10,177542
0.759432746,0.313466662,0.676724621,0.306677405,0.862343133,13/04/1994,Cayman Islands,5,178959
0.766142572,0.196323913,0.156953081,0.779655885,0.390303254,11/09/1998,Hong Kong,5,804492
0.693480631,0.50058034,0.194967308,0.882392736,0.081997954,19/03/2016,Western Sahara,2,427774
0.958428829,0.118115926,0.890149997,0.456434632,0.047498909,25/03/2001,Saint Helena,6,189027
0.237004078,0.799728835,0.154732009,0.325470043,0.36099829,25/09/2003,Vanuatu,9,191594
0.230811261,0.205782919,0.221902594,0.381611874,0.535103163,01/03/2000,Belize,2,888439
